ID	ORTHOGRAPHY	CELEX	TYPE	SOURCE_FORM	SOURCE_LANGUAGE	STRATUM	ATTESTED
1805	Edition	eː d iː t͡s iːoː n	1	Editio	l	2	16. Jh.
1806	Efeu	eː f ɔy				1	10. Jh., ebihewi 8. Jh., vielleicht ein ae. Wort
1807	Effeff					1	19. Jh.
1808	Effekt	ɛ f ɛ k t	1	effectus	l	1	15. Jh.
1809	Effekten		1	effets	frz	?	17. Jh.
1810	egal	eː ɡ aː l	1	égal	frz	1	17. Jh.
1811	Egart					?	12. Jh.
1812	Egel	eː ɡ ə l				2	8. Jh.
1813	Egge 1					2	8. Jh.
1814	Egge 2					?	18. Jh.
1815	eh					?	19. Jh.
1816	ehe	eːə				1	15. Jh.
1817	Ehe	eːə				1	8. Jh.
1818	eher	eːə r				1	8. Jh.
1819	ehern	eːə r n				1	8. Jh.
1820	Ehezärter		1			?	16. Jh.
1821	Ehre	eː r ə				1	8. Jh.
1822	ehrenrührig					2	16. Jh.
1823	Ehrenwort	eː r ə n v ɔ r t				1	16. Jh., Bedeutung 18. Jh.
1824	Ehrfurcht	eː r f ʊ r x t				1	16. Jh.
1825	Ehrgeiz	eː r ɡ ai t͡s				1	16. Jh.
1826	ehrlich	eː r l ɪ x				1	8. Jh.
1827	ehrwürdig					1	8. Jh.
1828	ei					1	12. Jh.
1829	Ei	ai				1	8. Jh.
1830	-ei		1			1	-
1831	Eibe	ai b ə				2	9. Jh.
1832	Eibisch		1	(h)ibIscum	l	?	9. Jh.
1833	Eiche	ai x ə				1	8. Jh.
1834	Eichel	ai x ə l				1	9. Jh.
1835	eichen	ai x ə n	1	aequAre	spl	2	14. Jh.
1836	Eichhörnchen					1	11. Jh.
1837	Eid	ai t				1	8. Jh.
1838	Eidam					?	9. Jh.
1839	Eidechse	ai d ɛ k s ə				1	8. Jh.
1840	Eider	ai d ə r	1			2	18. Jh.
1841	Eierkopf					?	20. Jh.
1842	eiern	aiə r n				1	20. Jh.
1843	Eiertanz					2	17. Jh.
1844	Eifer	ai f ə r				1	14. Jh., Form 15. Jh.
1845	Eifersucht	ai f ə r z ʊ x t				1	16. Jh.
1846	eigen	ai ɡ ə n				1	8. Jh.
1847	Eigenbrötler					1	17. Jh., Standard 19. Jh.
1848	Eigenname					1	16. Jh.
1849	Eigennutz					1	15. Jh.
1850	eigens	ai ɡ ə n s				1	18. Jh.
1851	Eigenschaft	ai ɡ ə n ʃ a f t				1	12. Jh.
1852	Eigensinn					1	16. Jh.
1853	eigentlich	ai ɡ ə n t l ɪ x				1	12. Jh., Form 13. Jh.
1854	eigentümlich					1	15. Jh.
1855	eignen	ai ɡ n ə n				1	13. Jh.
1856	Eiland	ai l a n t				2	13. Jh., Standard 16. Jh.
1857	eilen 1					1	9. Jh.
1858	eilfertig	ai l f ɛ r t ɪ x				2	16. Jh.
1859	eilig 2					?	15. Jh.
1860	Eimer	ai m ə r	1			1	8. Jh.
1861	ein 1					1	8. Jh.
1862	ein 2					1	14. Jh.
1863	einander	ai n a n d ə r				1	11. Jh.
1864	Einband					1	18. Jh.
1865	Einbaum	ai n b au m				2	18. Jh.
1866	einbilden	ai n b ɪ l d ə n				1	12. Jh.
1867	einblasen	ai n b l aː z ə n				1	11. Jh.
1868	Eindruck	ai n d r ʊ k				1	14. Jh.
1869	einfach	ai n f a x				1	15. Jh.
1870	Einfall	ai n f a l				1	14. Jh.
1871	einfältig					1	8. Jh., Form 11. Jh.
1872	einflößen					1	13. Jh.
1873	Einfluß					1	14. Jh.
1874	einfrieden	ai n f r iː d ə n				2	15. Jh.
1875	eingeboren	ai n ɡ ə b oː r ə n				1	9. Jh.
1876	Eingebung	ai n ɡ eː b ʊ ŋ				1	15. Jh.
1877	eingefleischt	ai n ɡ ə f l ai ʃ t				1	14. Jh.
1878	eingefuchst					2	19. Jh.
1879	eingehen	ai n ɡ eːə n				1	8. Jh.
1880	Eingeweide	ai n ɡ ə v ai d ə				1	13. Jh.
1881	einheimsen					1	16. Jh.
1882	einhellig	ai n h ɛ l ɪ x				1	11. Jh., Form 13. Jh.
1883	Einhorn	ai n h ɔ r n				2	9. Jh.
1884	einig	ai n ɪ x				1	8. Jh., Bedeutung 16. Jh.
1885	einige	ai n ɪ ɡ ə				1	8. Jh.
1886	Einkommen	ai n k ɔ m ə n				1	14. Jh.
1887	Einkorn					?	12. Jh.
1888	Einlieger					2	14. Jh.
1889	einlullen					1	18. Jh.
1890	einmotten					1	19. Jh.
1891	Einöde					1	8. Jh.
1892	eins	ai n s				1	10. Jh.
1893	einsam	ai n z aː m				1	14. Jh.
1894	einschlägig					2	18. Jh.
1895	einschränken					1	16. Jh.
1896	einsehen	ai n z eːə n				1	12. Jh.
1897	einseifen	ai n z ai f ə n				1	17. Jh.
1898	Einsiedler	ai n z iː d l ə r				1	8. Jh., Form 16. Jh.
1899	einst	ai n s t				1	8. Jh., Form 11. Jh.
1900	Einstand	ai n ʃ t a n t				2	15. Jh., Bedeutung 17. Jh.
1901	Eintracht 1					1	14. Jh.
1902	Eintrag	ai n t r aː k				?	13. Jh.
1903	einverleiben	ai n f ɛ r l ai b ə n				1	15. Jh.
1904	einzeln	ai n t͡s ə l n				1	10. Jh.
1905	einzig	ai n t͡s ɪ x				1	12. Jh.
1906	Eis	ai s				1	8. Jh.
1907	Eisbombe					2	20. Jh.
1908	Eisenfresser					2	16. Jh.
1909	Eisenhut					2	16. Jh.
1910	Eisheilige					1	19. Jh.
1911	Eiß					?	9. Jh.
1912	Eisvogel					2	12. Jh.
1913	eitel	ai t ə l				1	8. Jh.
1914	Eiter	ai t ə r				1	8. Jh.
1915	Ejakulation	eː j a k uː l a t͡s iːoː n	1	eiaculAtio	l	?	18. Jh.
1916	Ekel	eː k ə l				1	16. Jh.
1917	Ekelname					2	16. Jh.
1918	Eklat		1	éclat	frz	2	17. Jh.
1919	eklektisch	ɛ k l ɛ k t ɪ ʃ	1	eklektikós	gr	?	18. Jh.
1920	Eklipse	ɛ k l ɪ p s ə	1	eclipsis	l	?	13. Jh., Form 17. Jh.
1921	Ekstase	ɛ k s t aː z ə	1	ecstasis	kirchen-l	2	16. Jh.
1922	Ekzem	eː k t͡s eː m	1			?	19. Jh.
1923	-el					2	-
1924	elaboriert		1	elaborate	ne	?	20. Jh.
1925	Elan	eː l aː n	1	élan	frz	2	18. Jh.
1926	Elch	ɛ l x				1	8. Jh.
1927	Eldorado		1	El	span	2	16. Jh.
1928	Elefant	eː l eː f a n t	1			1	8. Jh.
1929	elegant	eː l eː ɡ ɑ̃ː	1	élégant	frz	1	18. Jh.
1930	Elegie	eː l eː ɡ iː	1	elegIa	l	2	16. Jh.
1931	elektro-		1			1	-
1932	Elektron 2		1	elektron	gr	?	20. Jh.
1933	Element	eː l eː m ɛ n t	1	elementum	l	1	11. Jh., Form 13. Jh.
1934	Elen	eː l ɛ n	1			2	13. Jh.
1935	elend	eː l ɛ n t				1	8. Jh.
1936	elf	ɛ l f				1	9. Jh.
1937	Elf 2		1			2	18. Jh.
1938	eliminieren		1	éliminer	frz	2	17. Jh.
1939	Elite	eː l iː t ə	1	élite	frz	2	17. Jh.
1940	Elixier		1			2	16. Jh.
1941	-ell		1			2	-
1942	Ell(en)bogen					1	8. Jh.
1943	Elle	ɛ l ə				2	8. Jh.
1944	Ellipse		1	ellIpsis	l	2	17. Jh.
1945	Eloquenz	eː l ɔ k v ɛ n t͡s	1	Eloquentia	l	?	16. Jh.
1946	Elritze					?	13. Jh., Form 16. Jh.
1947	Elster	ɛ ʪ t ə r				1	10. Jh.
1948	Eltern					1	8. Jh.
1949	Eltervater					?	12. Jh.
1950	-em		1			?	-
1951	Email	eː m ai	1	émail	frz	1	18. Jh.
1952	Emanzipation	eː m a n t͡s iː p a t͡s iːoː n	1	EmancipAtio	l	2	16. Jh.
1953	Embargo	ɛ m b a r ɡ oː	1	embargo	span	?	18. Jh.
1954	Emblem	ɛ m b l eː m	1	emblEma	l	?	16. Jh., Form 18. Jh.
1955	Embryo	ɛ m b r yːoː	1			2	15. Jh.
1956	emendieren		1	EmendAre	l	?	16. Jh.
1957	emeritieren		1			?	17. Jh.
1958	emigrieren	eː m iː ɡ r iː r ə n	1	EmigrAre	l	2	17. Jh.
1959	eminent	eː m iː n ɛ n t	1	éminent	frz	2	17. Jh.
1960	Emission	eː m ɪ s iːoː n	1	émission	frz	?	16. Jh.
1961	Emmchen					2	19. Jh.
1962	Emmer					?	10. Jh.
1963	Emotion	eː m oː t͡s iːoː n	1	émotion	frz	2	17. Jh.
1964	empfangen	ɛ m p f a ŋ ə n				1	8. Jh.
1965	empfehlen	ɛ m p f eː l ə n				1	12. Jh.
1966	empfinden	ɛ m p f ɪ n d ə n				1	8. Jh.
1967	Emphase		1	emphase	frz	2	16. Jh.
1968	empirisch	ɛ m p iː r ɪ ʃ	1	empIricus	l	2	16. Jh.
1969	empor	ɛ m p oː r				1	8. Jh.
1970	empören					1	13. Jh.
1971	emsig	ɛ m z ɪ x				1	8. Jh.
1972	Emulsion	eː m ʊ ʫ iːoː n	1			?	18. Jh.
1973	en-		1			?	-
1974	Ende	ɛ n d ə				1	8. Jh.
1975	Endivie	ɛ n d iː v iːə	1			1	15. Jh.
1976	Energie	eː n ɛ r ɡ iː	1	énergie	frz	1	18. Jh.
1977	Enfant terrible		1	enfant	frz	2	19. Jh.
1978	eng	ɛ ŋ				1	8. Jh.
1979	Engagement	ɑ̃ː ɡ a ʒ ə m ɑ̃ː	1	engagement	frz	2	17. Jh.
1980	Engel	ɛ ŋ ə l	1			1	8. Jh.
1981	Engerling					2	10. Jh., Form 11. Jh.
1982	Enkel 1					1	12. Jh.
1983	Enkel 2					?	9. Jh.
1984	Enklave	ɛ n k l aː v ə	1	enclave	frz	?	19. Jh.
1985	enorm	eː n ɔ r m	1	énorme	frz	1	16. Jh.
1986	Enquete		1	enquête	frz	?	19. Jh.
1987	Ensemble	ɑ̃ː s ɑ̃ː b ə l	1	ensemble	frz	2	18. Jh.
1988	ent-					1	-
1989	entbehren	ɛ n t b eː r ə n				1	9. Jh.
1990	entbinden	ɛ n t b ɪ n d ə n				1	8. Jh.
1991	entblöden					2	17. Jh.
1992	entdecken	ɛ n t d ɛ k ə n				1	8. Jh.
1993	Ente	ɛ n t ə				1	10. Jh., anuthabuh und latinisierte Formen 8. Jh.
1994	Entente	ɑ̃ː t ɑ̃ː t ə	1	entente	frz	?	19. Jh.
1995	Enterich	ɛ n t eː r ɪ x				1	11. Jh.
1996	entern	ɛ n t ə r n	1			2	15. Jh., Standard 17. Jh.
1997	Entertainer		1	entertainer	ne	2	20. Jh.
1998	entfernen	ɛ n t f ɛ r n ə n				1	13. Jh.
1999	entgegen	ɛ n t ɡ eː ɡ ə n				1	8. Jh.
2000	entgeistert	ɛ n t ɡ ai s t ə r t				1	17. Jh.
2001	entgelten	ɛ n t ɡ ɛ l t ə n				1	9. Jh.
2002	Enthusiasmus	ɛ n t uː z iːa s m ʊ s	1	enthousiasmós	gr	2	16. Jh.
2003	entlang	ɛ n t l a ŋ				1	19. Jh.
2004	entlehnen	ɛ n t l eː n ə n				1	9. Jh.
2005	Entleibung					2	16. Jh.
2006	entraten	ɛ n t r aː t ə n				2	13. Jh.
2007	entrinnen	ɛ n t r ɪ n ə n				1	10. Jh.
2008	entrisch					?	8. Jh.
2009	entrückt					1	13. Jh.
2010	entrümpeln					1	20. Jh.
2011	entrüsten					1	13. Jh.
2012	entsagen	ɛ n t z aː ɡ ə n				1	8. Jh.
2013	entscheiden	ɛ n ʧ ai d ə n				1	14. Jh.
2014	entschlagen					?	12. Jh.
2015	entschließen					1	8. Jh.
2016	entsetzen	ɛ n t z ɛ t͡s ə n				1	8. Jh.
2017	entsorgen	ɛ n t z ɔ r ɡ ə n				2	20. Jh.
2018	entsprechen	ɛ n ʧ p r ɛ x ə n				1	12. Jh., Bedeutung 15. Jh.
2019	enttäuschen					1	19. Jh.
2020	entweder	ɛ n t v eː d ə r				1	11. Jh.
2021	entwerfen	ɛ n t v ɛ r f ə n				1	9. Jh.
2022	entwickeln	ɛ n t v ɪ k ə l n				1	17. Jh.
2023	entwischen	ɛ n t v ɪ ʃ ə n				1	13. Jh.
2024	entzücken					1	12. Jh.
2025	entzwei	ɛ n t t͡s v ai				1	8. Jh.
2026	Enzian		1			2	14. Jh.
2027	Enzyklopädie		1	encyclopédie	frz	2	15. Jh., Bedeutung 18. Jh.
2028	Epaulett		1	épaulette	frz	?	18. Jh.
2029	epi-		1			?	-
2030	Epidemie		1	epidemia	ml	2	16. Jh., Form 18. Jh.
2031	Epigone	eː p iː ɡ oː n ə	1	epígonoi	gr	2	18. Jh.
2032	Epigramm	eː p iː ɡ r a m	1	epigramma	l	2	17. Jh., Form 18. Jh.
2033	Epilepsie	eː p iː l ɛ p s iː	1	epilEpsia	l	2	16. Jh.
2034	Epilog	eː p iː l oː k	1	epilogus	l	2	16. Jh., Form 18. Jh.
2035	Episkopat		1	episkopAtus	kirchen-l	?	16. Jh.
2036	Episode	eː p iː z oː d ə	1	épisode	frz	2	18. Jh.
2037	Epistel	eː p ɪ s t ə l	1			?	8. Jh.
2038	Epoche	eː p ɔ x ə	1			2	18. Jh.
2039	Epos	eː p ɔ s	1	epos	l	2	18. Jh.
2040	Eppich		1			?	11. Jh.
2041	Equipage		1	équipage	frz	?	17. Jh.
2042	Equipe		1	équipe	frz	?	20. Jh.
2043	er (es)					1	8. Jh.
2044	er-					1	-
2045	-er		1			1	-
2046	erbarmen	ɛ r b a r m ə n				1	9. Jh.
2047	erbauen	ɛ r b auə n				1	13. Jh.
2048	Erbe 1					1	8. Jh.
2049	Erbe 2					1	8. Jh.
2050	Erbfeind					1	13. Jh.
2051	Erblasser	ɛ r b l a s ə r				2	16. Jh.
2052	erbosen	ɛ r b oː z ə n				1	17. Jh.
2053	Erbschleicher					1	17. Jh.
2054	Erbsünde					1	13. Jh.
2055	Erdapfel	eː r t a p f ə l				1	11. Jh., Bedeutung 17. Jh.
2056	Erde	eː r d ə				1	8. Jh.
2057	erden	eː r d ə n				2	20. Jh.
2058	Erdnuß					1	10. Jh., Bedeutung 18. Jh.
2059	erdrosseln	ɛ r d r ɔ s ə l n				1	17. Jh.
2060	ereignen	ɛ r ai ɡ n ə n				1	8. Jh., Form 17. Jh.
2061	Erektion	eː r ɛ k t͡s iːoː n	1	Erectio	l	2	20. Jh.
2062	Eremit	eː r eː m iː t	1	erEmIta	l	2	16. Jh.
2063	erfahren	ɛ r f aː r ə n				1	9. Jh.
2064	Erfolg	ɛ r f ɔ l k				1	17. Jh.
2065	ergattern	ɛ r ɡ a t ə r n				1	16. Jh.
2066	ergeben	ɛ r ɡ eː b ə n				1	8. Jh.
2067	Ergetag		1	ÁreOs	gr	?	13. Jh.
2068	ergötzen					1	11. Jh.
2069	erhaben	ɛ r h aː b ə n				1	17. Jh.
2070	erheblich	ɛ r h eː p l ɪ x				1	16. Jh.
2071	erholen	ɛ r h oː l ə n				1	9. Jh.
2072	Erika		1	erIcE	spl	2	16. Jh.
2073	erinnern	ɛ r ɪ n ə r n				1	14. Jh.
2074	erkennen	ɛ r k ɛ n ə n				1	8. Jh.
2075	erkenntlich	ɛ r k ɛ n t l ɪ x				1	13. Jh., Form 15. Jh.
2076	Erker	ɛ r k ə r	1			2	12. Jh.
2077	erklecklich					2	18. Jh.
2078	erlangen	ɛ r l a ŋ ə n				1	12. Jh.
2079	erlauben	ɛ r l au b ə n				1	8. Jh.
2080	erlaucht	ɛ r l au x t				2	14. Jh.
2081	erläutern					1	11. Jh.
2082	Erle	ɛ r l ə				1	9. Jh.
2083	erledigen	ɛ r l eː d ɪ ɡ ə n				1	12. Jh.
2084	erlegen	ɛ r l eː ɡ ə n				1	8. Jh.
2085	erliegen	ɛ r l iː ɡ ə n				1	8. Jh.
2086	Erlkönig		1			2	18. Jh.
2087	ermitteln	ɛ r m ɪ t ə l n				1	19. Jh.
2088	Ern		1			2	8. Jh.
2089	-ern, -en					1	-
2090	Ernst	ɛ r n s t				1	9. Jh.
2091	Ernte	ɛ r n t ə				1	11. Jh.
2092	erobern	ɛ r oː b ə r n				1	9. Jh., Form 15. Jh.
2093	erörtern					1	16. Jh.
2094	Erosion	eː r oː z iːoː n	1	ErOsio	l	2	19. Jh.
2095	erotisch	eː r oː t ɪ ʃ	1	érotique	frz	2	18. Jh.
2096	Erpel					2	15. Jh.
2097	erquicken	ɛ r k v ɪ k ə n				1	9. Jh.
2098	Erratum		1	errAtum	l	?	19. Jh.
2099	erschöpfen					1	9. Jh.
2100	erschrecken	ɛ r ʃ r ɛ k ə n				1	11. Jh.
2101	erschüttern					1	16. Jh.
2102	erschwingen	ɛ r ʃ v ɪ ŋ ə n				1	13. Jh., Bedeutung 16. Jh.
2103	erst	eː r s t				1	8. Jh.
2104	erstatten	ɛ r ʃ t a t ə n				1	14. Jh.
2105	erstehen	ɛ r ʃ t eːə n				1	8. Jh.
2106	ersticken	ɛ r ʃ t ɪ k ə n				1	10. Jh.
2107	ersuchen	ɛ r z uː x ə n				2	8. Jh.
2108	ertappen	ɛ r t a p ə n				1	16. Jh.
2109	eruieren		1	Eruere	l	?	15. Jh., Bedeutung 17. Jh.
2110	Eruption	eː r ʊ p t͡s iːoː n	1	Eruptio	l	2	19. Jh.
2111	erwähnen					1	9. Jh., Form 16. Jh.
2112	erwerben	ɛ r v ɛ r b ə n				1	8. Jh.
2113	erwischen	ɛ r v ɪ ʃ ə n				1	13. Jh.
2114	Erz-, erz-		1	archi-	spl	1	-
2115	erzählen					1	8. Jh.
2116	erzen	eː r t͡s ə n				2	18. Jh.
2117	erziehen	ɛ r t͡s iːə n				1	8. Jh.
2118	Esche	ɛ ʃ ə				1	9. Jh.
2119	Esel	eː z ə l	1			1	9. Jh.
2120	Eselsohr	eː z ə ʪ oː r				1	17. Jh.
2121	-esk		1			2	-
2122	Eskalation		1	escalation	ne	2	20. Jh.
2123	Eskapade		1	escapade	frz	2	18. Jh.
2124	Eskorte	ɛ s k ɔ r t ə	1	escorte	frz	2	18. Jh.
2125	esoterisch	eː z oː t eː r ɪ ʃ	1	ésotérique	frz	2	18. Jh.
2126	Espe	ɛ s p ə				1	9. Jh.
2127	Espresso		1	(caffé)	it	1	20. Jh.
2128	Esprit	ɛ s p r iː	1	esprit	frz	2	18. Jh.
2129	Essay	ɛ s eː	1	essay	ne	2	18. Jh.
2130	Esse	ɛ s ə				2	9. Jh.
2131	-esse 1		1			2	-
2132	-esse 2		1			2	-
2133	essen	ɛ s ə n				1	8. Jh.
2134	Essenz		1	essentia	l	2	16. Jh.
2135	Essig	ɛ s ɪ x	1			1	9. Jh., ezzihfaz 8. Jh.
2136	Essigmutter					?	17. Jh.
2137	Establishment		1	establishment	ne	2	20. Jh.
2138	Estrade	ɛ s t r aː d ə	1	estrade	frz	?	18. Jh.
2139	Estragon	ɛ s t r a ɡ ɔ n	1	estragon	frz	?	19. Jh.
2140	Estrich		1	astracus	ml	2	9. Jh.
2141	etablieren	eː t a b l iː r ə n	1	établir	frz	2	17. Jh.
2142	Etage	eː t aː ʒ ə	1	étage	frz	2	18. Jh.
2143	Etappe	eː t a p ə	1	étape	frz	2	18. Jh.
2144	Etat	eː t aː	1	état	frz	2	18. Jh.
2145	et cetera		1			2	16. Jh.
2146	etepetete					1	18. Jh.
2147	Ethik	eː t ɪ k	1	EthicE	l	2	17. Jh.
2148	ethnisch	eː t n ɪ ʃ	1	ethnikós	gr	?	19. Jh.
2149	Etikett	eː t iː k ɛ t	1	étiquette	frz	1	18. Jh.
2150	Etikette		1			2	18. Jh.
2151	etlich					1	8. Jh.
2152	-ette		1			2	-
2153	Etter					?	11. Jh.
2154	Etüde		1	étude	frz	2	18. Jh.
2155	Etui	ɛ t v iː	1	étui	frz	1	18. Jh.
2156	etwa	ɛ t v aː				1	11. Jh., eddeswaz 8. Jh.
2157	Etymologie	eː t yː m oː l oː ɡ iː	1	etymologia	l	?	16. Jh.
2158	euch	ɔy x				1	8. Jh.
2159	euer	ɔyə r				1	9. Jh.
2160	Eule	ɔy l ə				1	9. Jh.
2161	Eunuch	ɔy n uː x	1	eunUchus	l	2	16. Jh.
2162	Euphemismus	ɔy f eː m ɪ s m ʊ s	1			?	18. Jh.
2163	Euphorie	ɔy f oː r iː	1	euphoría	gr	2	18. Jh., Form 19. Jh.
2164	-eur		1			2	-
2165	-euse		1			2	-
2166	Euter	ɔy t ə r				1	11. Jh.
2167	Euthanasie	ɔy t a n a z iː	1	euthanasía	gr	2	18. Jh.
2168	evakuieren	eː v a k uːiː r ə n	1	EvacuAre	l	2	16. Jh.
2169	evaluieren	eː v a l uːiː r ə n	1	évaluer	frz	?	20. Jh.
2170	Evangelium	eː v a ŋ ɡ eː l iːʊ m	1			2	9. Jh.
2171	eventuell	eː v ɛ n t uːɛ l	1	éventuel	frz	1	18. Jh.
2172	Evergreen		1	evergreen	ne	2	20. Jh.
2173	Evidenz	eː v iː d ɛ n t͡s	1			2	18. Jh.
2174	Evolution	eː v oː l uː t͡s iːoː n	1			2	18. Jh.
2175	evozieren	eː v oː t͡s iː r ə n	1	EvocAre	l	?	20. Jh.
2176	Ewer					?	13. Jh., Standard 18. Jh.
2177	ewig	eː v ɪ x				1	8. Jh.
2178	ex-		1			1	-
2179	exakt	ɛ k s a k t	1	exActus	l	1	17. Jh.
2180	exaltiert	ɛ k s a l t iː r t	1			2	18. Jh.
2181	Examen	ɛ k s aː m ə n	1	exAmen	l	1	16. Jh.
2182	Exegese	ɛ k s eː ɡ eː z ə	1	exegEsis	gr	?	19. Jh.
2183	Exekution	ɛ k s eː k uː t͡s iːoː n	1	ex(s)ecUtio	l	2	15. Jh.
2184	Exempel	ɛ k s ɛ m p ə l	1			2	14. Jh.
2185	Exequien		1	ex(s)equiae	l	?	17. Jh.
2186	exerzieren	ɛ k s ɛ r t͡s iː r ə n	1	exercEre	l	1	17. Jh.
2187	Exhibition	ɛ k s h iː b iː t͡s iːoː n	1	exhibitio	l	?	20. Jh.
2188	exhumieren		1	exhumAre	ml	?	19. Jh.
2189	Exil	ɛ k s iː l	1	ex(s)ilium	l	2	16. Jh.
2190	existieren	ɛ k s ɪ s t iː r ə n	1	ex(s)istere	l	1	18. Jh.
2191	Exitus		1	exitus	l	?	19. Jh.
2192	Exklamation	ɛ k s k l a m a t͡s iːoː n	1	exclAmAtio	l	2	19. Jh.
2193	exklusiv	ɛ k s k l uː z iː f	1	exclusive	ne	1	19. Jh.
2194	exkommunizieren	ɛ k s k ɔ m uː n iː t͡s iː r ə n	1	excommUnicAre	kirchen-l	?	16. Jh.
2195	Exkrement	ɛ k s k r eː m ɛ n t	1	excrEmentum	l	2	16. Jh.
2196	Exkursion	ɛ k s k ʊ r z iːoː n	1	excursio	l	2	18. Jh.
2197	Exlibris	ɛ k s l iː b r iː s	1			?	19. Jh.
2198	Exodus	ɛ k s oː d ʊ s	1	exodus	l	?	20. Jh.
2199	exorbitant	ɛ k s ɔ r b iː t a n t	1	exorbitAns	l	2	18. Jh.
2200	Exorzismus		1	exorcismus	l	?	20. Jh.
2201	exotisch	ɛ k s oː t ɪ ʃ	1	exOticus	l	1	18. Jh.
2202	Expansion	ɛ k s p a n z iːoː n	1	expansion	frz	2	19. Jh.
2203	Expedition	ɛ k s p eː d iː t͡s iːoː n	1	expedItio	l	1	16. Jh.
2204	Experiment	ɛ k s p eː r iː m ɛ n t	1	experImentum	l	1	16. Jh.
2205	Experte	ɛ k s p ɛ r t ə	1	expert	frz	2	19. Jh.
2206	explizit	ɛ k s p l iː t͡s iː t	1	explicitus	l	2	20. Jh.
2207	explodieren	ɛ k s p l oː d iː r ə n	1	explode	ne	1	16. Jh., Bedeutung 19. Jh.
2208	exponiert	ɛ k s p oː n iː r t	1			2	14. Jh.
2209	Export	ɛ k s p ɔ r t	1	export	ne	1	18. Jh.
2210	Exposé		1	exposé	frz	?	19. Jh.
2211	expreß		1	expressus	l	1	16. Jh.
2212	exquisit	ɛ k s k v iː z iː t	1	exquIsItus	l	2	17. Jh.
2213	Extension	ɛ k s t ɛ n z iːoː n	1	extEnsio	l	?	18. Jh.
2214	extern	ɛ k s t ɛ r n	1	externus	l	2	19. Jh.
2215	extra	ɛ k s t r aː	1	extrA	l	1	16. Jh.
2216	extra-		1			1	-
2217	Extrakt	ɛ k s t r a k t	1	extractum	l	2	16. Jh.
2218	extravagant	ɛ k s t r aː v a ɡ a n t	1	extravagant	frz	1	18. Jh.
2219	extrem	ɛ k s t r eː m	1	extrEmus	l	1	17. Jh.
2220	exzellent	ɛ k s t͡s ɛ l ɛ n t	1	excellent	frz	1	16. Jh.
2221	exzentrisch	ɛ k s t͡s ɛ n t r ɪ ʃ	1	eccentrus	ml	2	18. Jh.
2222	exzeptionell	ɛ k s t͡s ɛ p t͡s iːoː n ɛ l	1	exceptionnel	frz	?	19. Jh.
2223	exzerpieren		1	excerpere	l	2	17. Jh.
2224	Exzeß		1	excessus	l	1	16. Jh.
2225	Ezzes		1			?	19. Jh.
2226	Fabel	f aː b ə l	1			2	13. Jh.
2227	Fabrik	f a b r iː k	1	fabrique	frz	1	17. Jh.
2228	Facette	f a s ɛ t ə	1	facette	frz	?	18. Jh.
2229	Fach	f a x				1	8. Jh.
2230	-fach					1	-
2231	fachen	f a x ə n	1	focare	ml	1	15. Jh.
2232	Fachwerk	f a x v ɛ r k				2	17. Jh.
2233	Fackel	f a k ə l	1	facula	l	1	8. Jh.
2234	fade		1	fade	frz	1	18. Jh.
2235	Faden	f aː d ə n				1	8. Jh.
2236	fadenscheinig	f aː d ə n ʃ ai n ɪ x				1	16. Jh., Form 18. Jh.
2237	Fagott	f a ɡ ɔ t	1	fagotto	it	2	17. Jh.
2238	Fähe					2	8. Jh.
2239	fähig					1	15. Jh.
2240	fahl	f aː l				1	8. Jh.
2241	fahnden	f aː n d ə n				1	8. Jh., Bedeutung 18. Jh.
2242	Fahne	f aː n ə				1	8. Jh.
2243	Fähnlein					2	16. Jh.
2244	Fähnrich					2	9. Jh., Form 16. Jh.
2245	Fähre					1	13. Jh.
2246	fahren	f aː r ə n				1	8. Jh.
2247	fahrig	f aː r ɪ x				1	16. Jh.
2248	fahrlässig					1	15. Jh.
2249	Fahrnis					?	16. Jh.
2250	Fahrrad	f aː rr aː t				1	19. Jh.
2251	Fahrstuhl	f aː r ʃ t uː l				1	17. Jh.
2252	Fährte					1	18. Jh.
2253	Fahrzeug	f aː r t͡s ɔy k				1	17. Jh., Bedeutung 19. Jh.
2254	Faible		1	faible	frz	2	17. Jh.
2255	fair	f ɛː r	1	fair	ne	1	19. Jh.
2256	Fakir	f aː k iː r	1	faqIr	arab	2	19. Jh.
2257	Faksimile	f a k z iː m iː l eː	1			2	19. Jh.
2258	Faktor	f a k t ɔ r	1	factor	l	2	15. Jh.
2259	Faktotum	f a k t oː t ʊ m	1			2	16. Jh.
2260	Faktum	f a k t ʊ m	1	factum	l	2	16. Jh.
2261	Fakultät		1	facultAs	l	2	15. Jh.
2262	falb	f a l p				2	15. Jh.
2263	Falbel		1			?	18. Jh.
2264	Fall	f a l				1	8. Jh.
2265	Falle	f a l ə				1	8. Jh.
2266	fallen	f a l ə n				1	8. Jh.
2267	fällen					1	9. Jh., bi- u.a. 8. Jh.
2268	fällig					1	10. Jh.
2269	Fallout		1	fall-out	ne	?	20. Jh.
2270	Fallreep					?	18. Jh.
2271	falls	f a ʪ				1	17. Jh.
2272	Fallstrick					1	16. Jh.
2273	falsch	f a l ʃ	1	fals	afrz	1	12. Jh.
2274	fälschen		1			1	9. Jh.
2275	Falsett	f a ʫ ɛ t	1	falsetto	it	?	17. Jh.
2276	-falt, -fältig					1	-
2277	falten	f a l t ə n				1	8. Jh.
