# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	ALIGNMENT	STRUCTURE	PATTERNS
715	Dutch	who	98	ʋiː	ʋ iː	157	ʋ iː -	c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n 0/n
716	Norwegian	who	98	ʋem	ʋ e m	157	ʋ e m	c c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n
#
792	German	wind	108	vɪnt	v ɪ n t	179	v ɪ n t - -	c c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
793	English	wind	108	ʋɪnd	ʋ ɪ n d	179	ʋ ɪ n d - -	c c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
794	Danish	wind	108	venˀ	v e nˀ	179	v e nˀ - - -	c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
795	Swedish	wind	108	vind	v i n d	179	v i n d - -	c c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
796	Icelandic	wind	108	vɪntʏr	v ɪ n t ʏ r	179	v ɪ n t ʏ r	c c c c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
797	Dutch	wind	108	ʋɪnt	ʋ ɪ n t	179	ʋ ɪ n t - -	c c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
798	Norwegian	wind	108	ʋin	ʋ i n	179	ʋ i n - - -	c c c	94-9/v 205-3/e 126-1/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
717	German	woman	99	frau	f r au	158	f r au -	c c c	83-15/f 95-23/ʁ 266-1/Ø 87-2/- 0/n 0/n 0/n 0/n
718	English	woman	99	ʋʊmən	ʋ ʊ m ə n	159	ʋ ʊ m ə n	c c c c c	94-9/v 184-1/Ø 177-1/Ø 64-1/Ø 225-2/ŋ 0/n 0/n 0/n 0/n
719	Danish	woman	99	kvenə	k v e n ə	160	k v e n ə	c c c c c	294-8/k 61-1/v 231-1/e 136-3/n 6-11/ə 0/n 0/n 0/n 0/n
720	Swedish	woman	99	kvinːa	k v i nː a	160	k v i nː a	c c c c c	294-8/k 61-1/v 231-1/e 136-3/n 6-11/ə 0/n 0/n 0/n 0/n 0/n
721	Icelandic	woman	99	kʰɔːna	kʰ ɔː n a	160	kʰ - ɔː n a	c c c c	294-8/k 61-1/v 231-1/e 136-3/n 6-11/ə 0/n 0/n 0/n 0/n 0/n 0/n
722	Dutch	woman	99	vrɑuʋ	v r ɑu ʋ	158	v r ɑu ʋ	c c c c	83-15/f 95-23/ʁ 266-1/Ø 87-2/- 0/n 0/n 0/n 0/n
723	Norwegian	woman	99	kʋinə	k ʋ i n ə	160	k ʋ i n ə	c c c c c	294-8/k 61-1/v 231-1/e 136-3/n 6-11/ə 0/n 0/n 0/n 0/n
724	German	woman	99	vaip	v ai p	159	v ai p - -	c c c	94-9/v 184-1/Ø 177-1/Ø 64-1/Ø 225-2/ŋ 0/n 0/n 0/n 0/n 0/n
#
799	German	worm	109	vʊrm	v ʊ r m	181	v ʊ r m - -	c c c c	261-1/- 84-1/o 131-2/ʁˀ 157-14/m 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
800	English	worm	109	ʋɜːrm	ʋ ɜː r m	181	ʋ ɜː r m - -	c c c c	261-1/- 84-1/o 131-2/ʁˀ 157-14/m 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
801	Danish	worm	109	oʁˀm	o ʁˀ m	181	- o ʁˀ m - -	c c c	261-1/- 84-1/o 131-2/ʁˀ 157-14/m 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
802	Swedish	worm	109	masːk	m a sː k	180	m a sː k - -	c c c c	157-14/m 282-3/Ø 308-1/Ø 145-4/g 110-1/Ø 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
803	Icelandic	worm	109	ɔrmʏr	ɔ r m ʏ r	181	- ɔ r m ʏ r	c c c c c	261-1/- 84-1/o 131-2/ʁˀ 157-14/m 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
804	Dutch	worm	109	ʋɔrm	ʋ ɔ r m	181	ʋ ɔ r m - -	c c c c	261-1/- 84-1/o 131-2/ʁˀ 157-14/m 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
805	Norwegian	worm	109	mɑɾk	m ɑ ɾ k	180	m ɑ ɾ k - -	c c c c	157-14/m 282-3/Ø 308-1/Ø 145-4/g 110-1/Ø 299-22/- 0/n 0/n 0/n 0/n 0/n
806	Icelandic	worm	109	maθkʏr	m a θ k ʏ r	180	m a θ k ʏ r	c c c c c c	157-14/m 282-3/Ø 308-1/Ø 145-4/g 110-1/Ø 299-22/- 0/n 0/n 0/n 0/n 0/n
807	Dutch	worm	109	maːdə	m aː d ə	180	m aː d - ə -	c c c c	157-14/m 282-3/Ø 308-1/Ø 145-4/g 110-1/Ø 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
#
808	German	year	110	jaːr	j aː r	182	j aː r	c c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
809	English	year	110	jɪər	j ɪə r	182	j ɪə r	c c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
810	Danish	year	110	ɒˀʁ	ɒˀ ʁ	182	- ɒˀ ʁ	c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
811	Swedish	year	110	oːr	oː r	182	- oː r	c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
812	Icelandic	year	110	auːr	auː r	182	- auː r	c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n 0/n
813	Dutch	year	110	jaːr	j aː r	182	j aː r	c c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
814	Norwegian	year	110	oːɾ	oː ɾ	182	- oː ɾ	c c	221-2/- 11-1/ɒˀ 95-23/ʁ 0/n 0/n 0/n
#
725	German	yellow	100	ɡɛlp	ɡ ɛ l p	161	ɡ ɛ l - p	c c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n
726	English	yellow	100	jɛləʊ	j ɛ l əʊ	161	j ɛ l əʊ -	c c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
727	Danish	yellow	100	guˀl	g uˀ l	161	g uˀ l - -	c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
728	Swedish	yellow	100	guːl	g uː l	161	g uː l - -	c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
729	Icelandic	yellow	100	kʏːlʏr	k ʏː l ʏ r	161	k ʏː l ʏ r	c c c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
730	Dutch	yellow	100	xeːl	x eː l	161	x eː l - -	c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
731	Norwegian	yellow	100	gʉːl	g ʉː l	161	g ʉː l - -	c c c	139-1/g 31-1/uˀ 44-18/l 158-1/- 285-1/- 0/n 0/n 0/n 0/n 0/n
